hash,label,deg_P,deg_y,n_terms,species_measured,U_bezout_identity,U_residual_terms,U_deg_A,U_deg_B,SY_verdict,FIB_witness,max_fibre_components,period_instrument,places_at_infinity,genus,period_case,period_value,period_witness,period_verdict,mate_verdict,mate_max_deg_Q,mate_certificate,mate_lambda_support,mate_lambda_reverified
386bb25a6bc1,"G1 h0=-1 c=1 a=-1 n=11 m=4 t=[(0, Fraction(3, 1))]",15,4,60,v_power_m4|S3_positive_genus,True,0,14,14,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
d48bbec00ae0,"G1 h0=1 c=2 a=2 n=11 m=4 t=[(0, Fraction(-1, 1)), (1, Fraction(3, 1))]",15,4,70,v_power_m4|S3_positive_genus,True,0,14,14,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
ccdb4de148fd,"G1 h0=-3 c=-2 a=0 n=11 m=4 t=[(0, Fraction(-3, 1)), (1, Fraction(-2, 1)), (2, Fraction(1, 1))]",19,4,29,v_power_m4|S3_positive_genus,True,0,16,17,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
2750ef21f9d7,"G1 h0=-3 c=-1 a=0 n=11 m=4 t=[(0, Fraction(-1, 1)), (1, Fraction(3, 1)), (2, Fraction(3, 1)), (3, Fraction(-1, 1))]",23,4,40,v_power_m4|S3_positive_genus,True,0,18,20,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
9f1946afb9d8,G1 h0=2 c=-1 a=-1 n=12 m=4 t=[],16,4,14,v_power_m4|S2_ge3_places|S3_positive_genus,True,0,15,15,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,7,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
cb38b6a14d9e,"G1 h0=2 c=-2 a=2 n=12 m=4 t=[(0, Fraction(2, 1)), (1, Fraction(1, 1))]",16,4,75,v_power_m4|S2_ge3_places|S3_positive_genus|S4_ge3_components,True,0,15,15,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,7,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
fab02d0bc23d,"G1 h0=-1 c=-1 a=0 n=12 m=4 t=[(0, Fraction(-3, 1)), (1, Fraction(3, 1)), (2, Fraction(3, 1))]",20,4,27,v_power_m4|S2_ge3_places|S3_positive_genus|S4_ge3_components,True,0,17,18,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,7,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
3ac9d26e9bec,"G1 h0=1 c=2 a=0 n=12 m=4 t=[(0, Fraction(2, 1)), (1, Fraction(3, 1)), (3, Fraction(3, 1))]",24,4,35,v_power_m4|S2_ge3_places|S3_positive_genus,True,0,19,21,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,7,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
37670b444e89,"G1 h0=-1 c=2 a=0 n=1 m=5 t=[(0, Fraction(1, 1))]",6,5,8,v_power_m5,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,12,lambda_exact,48,True
00427d4924d2,"G1 h0=-1 c=1 a=-1 n=1 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(-1, 1))]",6,5,27,v_power_m5,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,12,lambda_exact,53,True
c8aa6fd84bbc,"G1 h0=1 c=-2 a=1 n=1 m=5 t=[(0, Fraction(3, 1)), (1, Fraction(-1, 1)), (2, Fraction(-1, 1))]",11,5,41,v_power_m5,True,0,8,9,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,22,lambda_exact,120,True
f406b3aeda22,"G1 h0=1 c=-1 a=0 n=1 m=5 t=[(0, Fraction(-1, 1)), (1, Fraction(2, 1)), (2, Fraction(-1, 1)), (3, Fraction(-3, 1))]",16,5,53,v_power_m5,True,0,11,13,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,32,lambda_exact,396,True
8ccaea9ee461,"G1 h0=-1 c=3 a=0 n=2 m=5 t=[(0, Fraction(2, 1))]",7,5,8,v_power_m5|S2_ge3_places,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,14,lambda_exact,37,True
e52860893178,"G1 h0=2 c=1 a=2 n=2 m=5 t=[(0, Fraction(2, 1)), (1, Fraction(3, 1))]",7,5,33,v_power_m5|S2_ge3_places,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,14,lambda_exact,73,True
7887429824c2,"G1 h0=-3 c=1 a=-1 n=2 m=5 t=[(1, Fraction(3, 1)), (2, Fraction(-1, 1))]",12,5,36,v_power_m5|S2_ge3_places,True,0,9,10,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,24,lambda_exact,116,True
726da7cd9516,"G1 h0=-1 c=-2 a=0 n=2 m=5 t=[(0, Fraction(3, 1)), (1, Fraction(1, 1)), (2, Fraction(2, 1)), (3, Fraction(1, 1))]",17,5,54,v_power_m5|S2_ge3_places,True,0,12,14,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,34,lambda_exact,394,True
1e73a463f43e,"G1 h0=-3 c=-2 a=0 n=3 m=5 t=[(0, Fraction(-3, 1))]",8,5,8,v_power_m5|S3_positive_genus,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1+NUM-MONO(normal form),2,1,iv,0,"second-kind differential, genus 1",NONVANISHING,,,,,
f8e1b2140ca2,"G1 h0=1 c=1 a=0 n=3 m=5 t=[(1, Fraction(3, 1))]",8,5,8,v_power_m5|S3_positive_genus,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1+NUM-MONO(normal form),2,1,iv,0,"second-kind differential, genus 1",NONVANISHING,,,,,
d15c6a3d3838,"G1 h0=2 c=-1 a=0 n=3 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(-1, 1)), (2, Fraction(1, 1))]",13,5,40,v_power_m5|S3_positive_genus,True,0,10,11,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1+NUM-MONO(normal form),2,1,iv,0,"second-kind differential, genus 1",NONVANISHING,,,,,
362d8d22f2de,"G1 h0=-3 c=3 a=2 n=3 m=5 t=[(0, Fraction(-2, 1)), (2, Fraction(-2, 1)), (3, Fraction(1, 1))]",18,5,69,v_power_m5|S3_positive_genus,True,0,13,15,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1+NUM-MONO(normal form),2,1,iv,0,"second-kind differential, genus 1",NONVANISHING,,,,,
c4e207c544a0,"G1 h0=1 c=-2 a=2 n=4 m=5 t=[(0, Fraction(-1, 1))]",9,5,30,v_power_m5|S2_ge3_places,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,18,lambda_exact,143,True
e94c47f785e6,"G1 h0=2 c=-2 a=2 n=4 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(1, 1))]",9,5,45,v_power_m5|S2_ge3_places|S4_ge3_components,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,18,lambda_exact,143,True
894a95da1a0d,"G1 h0=-1 c=-2 a=2 n=4 m=5 t=[(0, Fraction(-2, 1)), (1, Fraction(-1, 1)), (2, Fraction(-2, 1))]",14,5,59,v_power_m5|S2_ge3_places,True,0,11,12,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,28,lambda_exact,178,True
1f53638e8cf6,"G1 h0=-3 c=3 a=1 n=4 m=5 t=[(0, Fraction(-2, 1)), (1, Fraction(-3, 1)), (2, Fraction(-3, 1)), (3, Fraction(1, 1))]",19,5,74,v_power_m5|S2_ge3_places|S4_ge3_components,True,0,14,16,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,0,ii,0,all residues zero and the compact model is P^1,VANISHING,EMPTY_all_stages,38,lambda_exact,278,True
7143aed93b79,"G1 h0=-3 c=-2 a=-1 n=5 m=5 t=[(0, Fraction(1, 1))]",10,5,36,v_power_m5|S2_ge3_places,True,0,9,9,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,6,0,i,residues nonzero,nonzero residues at the 5 places over y = 0 (n >= 2 and n | m),NONVANISHING,,,,,
c3fc2271b74c,"G1 h0=1 c=1 a=0 n=5 m=5 t=[(0, Fraction(1, 1)), (1, Fraction(-1, 1))]",10,5,24,v_power_m5|S2_ge3_places,True,0,9,9,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,6,0,i,residues nonzero,nonzero residues at the 5 places over y = 0 (n >= 2 and n | m),NONVANISHING,,,,,
bd21eab6d760,"G1 h0=1 c=2 a=0 n=5 m=5 t=[(0, Fraction(-2, 1)), (1, Fraction(1, 1)), (2, Fraction(2, 1))]",15,5,40,v_power_m5|S2_ge3_places,True,0,12,13,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,6,0,i,residues nonzero,nonzero residues at the 5 places over y = 0 (n >= 2 and n | m),NONVANISHING,,,,,
009af0ab3826,"G1 h0=1 c=-2 a=0 n=5 m=5 t=[(0, Fraction(3, 1)), (1, Fraction(2, 1)), (2, Fraction(1, 1)), (3, Fraction(2, 1))]",20,5,56,v_power_m5|S2_ge3_places,True,0,15,17,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,6,0,i,residues nonzero,nonzero residues at the 5 places over y = 0 (n >= 2 and n | m),NONVANISHING,,,,,
87a29aa78ba4,"G1 h0=1 c=1 a=1 n=6 m=5 t=[(0, Fraction(3, 1))]",11,5,42,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,10,10,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
46354fee4105,"G1 h0=1 c=-2 a=1 n=6 m=5 t=[(0, Fraction(2, 1)), (1, Fraction(-3, 1))]",11,5,57,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,10,10,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
608b338e7a2f,"G1 h0=-3 c=3 a=0 n=6 m=5 t=[(1, Fraction(-2, 1)), (2, Fraction(-3, 1))]",16,5,24,v_power_m5|S2_ge3_places|S3_positive_genus|S4_ge3_components,True,0,13,14,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,3,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
d65e9b62823d,"G1 h0=1 c=-2 a=2 n=6 m=5 t=[(0, Fraction(3, 1)), (1, Fraction(-1, 1)), (2, Fraction(-2, 1)), (3, Fraction(-3, 1))]",21,5,87,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,16,18,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,3,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
0dde583686b4,"G1 h0=2 c=1 a=-1 n=7 m=5 t=[(0, Fraction(3, 1))]",12,5,48,v_power_m5|S3_positive_genus,True,0,11,11,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
adc220b98ef4,"G1 h0=1 c=-1 a=0 n=7 m=5 t=[(0, Fraction(3, 1)), (1, Fraction(2, 1))]",12,5,24,v_power_m5|S3_positive_genus,True,0,11,11,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
7a54af000dda,"G1 h0=-1 c=-1 a=-1 n=7 m=5 t=[(1, Fraction(-3, 1)), (2, Fraction(-2, 1))]",17,5,66,v_power_m5|S3_positive_genus,True,0,14,15,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
4d259c13fe12,"G1 h0=-3 c=-2 a=-1 n=7 m=5 t=[(0, Fraction(2, 1)), (1, Fraction(-1, 1)), (2, Fraction(-2, 1)), (3, Fraction(1, 1))]",22,5,92,v_power_m5|S3_positive_genus,True,0,17,19,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,3,iii,0,nonzero holomorphic 1-form on a compact curve of genus 3,NONVANISHING,,,,,
a6c5551de69e,"G1 h0=-1 c=-1 a=2 n=8 m=5 t=[(0, Fraction(2, 1))]",13,5,54,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,12,12,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
1243818d2fcd,"G1 h0=-3 c=-1 a=0 n=8 m=5 t=[(0, Fraction(2, 1)), (1, Fraction(-3, 1))]",13,5,24,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,12,12,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
1dc6cf259eff,"G1 h0=2 c=1 a=-1 n=8 m=5 t=[(0, Fraction(-1, 1)), (1, Fraction(3, 1)), (2, Fraction(-1, 1))]",18,5,84,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,15,16,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
b3eabc41c191,"G1 h0=2 c=-2 a=0 n=8 m=5 t=[(0, Fraction(2, 1)), (1, Fraction(-1, 1)), (2, Fraction(2, 1)), (3, Fraction(-2, 1))]",23,5,56,v_power_m5|S2_ge3_places|S3_positive_genus|S4_ge3_components,True,0,18,20,NON_COORDINATE,NON_COORDINATE_BY_R,4,EXACT-G1,5,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
1912eb53e446,"G1 h0=1 c=-2 a=-1 n=9 m=5 t=[(0, Fraction(-2, 1))]",14,5,60,v_power_m5|S3_positive_genus,True,0,13,13,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
7aff75a01be0,"G1 h0=1 c=1 a=1 n=9 m=5 t=[(0, Fraction(2, 1)), (1, Fraction(-1, 1))]",14,5,74,v_power_m5|S3_positive_genus,True,0,13,13,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
d3270db4e938,"G1 h0=-3 c=-1 a=2 n=9 m=5 t=[(2, Fraction(-2, 1))]",19,5,62,v_power_m5|S3_positive_genus,True,0,16,17,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
c9d2f5ef8d77,"G1 h0=-1 c=3 a=-1 n=9 m=5 t=[(1, Fraction(-3, 1)), (2, Fraction(-3, 1)), (3, Fraction(-2, 1))]",24,5,94,v_power_m5|S3_positive_genus,True,0,19,21,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
b024146ca351,G1 h0=-3 c=3 a=1 n=10 m=5 t=[],15,5,12,v_power_m5|S2_ge3_places|S3_positive_genus|S4_ge3_components,True,0,14,14,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-G1,7,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
b41450fd0b5b,"G1 h0=-1 c=2 a=-1 n=10 m=5 t=[(0, Fraction(-2, 1)), (1, Fraction(-2, 1))]",15,5,81,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,14,14,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,7,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
7515791a04e3,"G1 h0=1 c=2 a=2 n=10 m=5 t=[(0, Fraction(-3, 1)), (1, Fraction(2, 1)), (2, Fraction(-2, 1))]",20,5,96,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,17,18,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,7,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
39c1f4a9bbcf,"G1 h0=-1 c=3 a=0 n=10 m=5 t=[(0, Fraction(-1, 1)), (1, Fraction(2, 1)), (2, Fraction(1, 1)), (3, Fraction(3, 1))]",25,5,56,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,20,22,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,7,2,iii,0,nonzero holomorphic 1-form on a compact curve of genus 2,NONVANISHING,,,,,
94307d41beba,"G1 h0=-3 c=3 a=2 n=11 m=5 t=[(0, Fraction(3, 1))]",16,5,72,v_power_m5|S3_positive_genus,True,0,15,15,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
c352c0d3dce6,"G1 h0=1 c=-2 a=0 n=11 m=5 t=[(0, Fraction(3, 1)), (1, Fraction(1, 1))]",16,5,24,v_power_m5|S3_positive_genus,True,0,15,15,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
384ec5fe5d24,"G1 h0=1 c=3 a=0 n=11 m=5 t=[(1, Fraction(3, 1)), (2, Fraction(-2, 1))]",21,5,24,v_power_m5|S3_positive_genus,True,0,18,19,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
126567cc1d8a,"G1 h0=1 c=1 a=2 n=11 m=5 t=[(0, Fraction(-2, 1)), (2, Fraction(-3, 1)), (3, Fraction(-3, 1))]",26,5,117,v_power_m5|S3_positive_genus,True,0,21,23,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,2,5,iii,0,nonzero holomorphic 1-form on a compact curve of genus 5,NONVANISHING,,,,,
424096670408,G1 h0=2 c=3 a=0 n=12 m=5 t=[],17,5,2,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,16,16,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
b4427947912d,"G1 h0=2 c=3 a=0 n=12 m=5 t=[(0, Fraction(-2, 1)), (1, Fraction(-3, 1))]",17,5,24,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,16,16,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
434ec23231a1,"G1 h0=2 c=2 a=-1 n=12 m=5 t=[(0, Fraction(-2, 1)), (1, Fraction(2, 1)), (2, Fraction(1, 1))]",22,5,108,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,19,20,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
160c467d1df3,"G1 h0=-1 c=3 a=-1 n=12 m=5 t=[(1, Fraction(1, 1)), (2, Fraction(-2, 1)), (3, Fraction(1, 1))]",27,5,112,v_power_m5|S2_ge3_places|S3_positive_genus,True,0,22,24,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-G1,5,4,iii,0,nonzero holomorphic 1-form on a compact curve of genus 4,NONVANISHING,,,,,
1de9e111cb5d,"G2 alpha=-1 beta=1 c=3 B=[(Fraction(0, 1), 2)] m=1",3,1,3,G2_multiple_root,True,0,2,2,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,2,0,,ls_residual = 1.88014e-16 (err 2e-17),,VANISHING,EMPTY_all_stages,6,lambda_exact,4,True
d516fb7dc8c8,"G2 alpha=2 beta=1 c=2 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2)] m=1",5,1,5,G2_multiple_root|S2_ge3_places,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,3,0,,ls_residual = 8.88577 (err 2e-15),,NONVANISHING,,,,,
d533e3022829,"G2 alpha=2 beta=0 c=3 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 3)] m=1",6,1,5,G2_multiple_root|S2_ge3_places,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,3,0,,ls_residual = 8.88577 (err 4e-15),,NONVANISHING,,,,,
6306c413fd82,"G2 alpha=1 beta=0 c=3 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2)] m=1",7,1,4,G2_multiple_root|S2_ge3_places,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,4,0,,ls_residual = 2.22144 (err 9e-16),,NONVANISHING,,,,,
b37517a039e7,"G2 alpha=2 beta=-1 c=1 B=[(Fraction(0, 1), 3), (Fraction(2, 1), 2)] m=1",6,1,5,G2_multiple_root|S2_ge3_places,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,3,0,,ls_residual = 1.66608 (err 3e-15),,NONVANISHING,,,,,
c3dbaae9c4ab,"G2 alpha=-1 beta=1 c=-1 B=[(Fraction(1, 1), 4)] m=1",5,1,7,G2_multiple_root,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,2,0,,ls_residual = 6.77847e-16 (err 6e-16),,VANISHING,EMPTY_all_stages,10,lambda_exact,60,True
3fb49b5234da,"G2 alpha=-1 beta=1 c=2 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2), (Fraction(2, 1), 2)] m=1",9,1,9,G2_multiple_root|S2_ge3_places,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,5,0,,ls_residual = 1.19936 (err 4e-15),,NONVANISHING,,,,,
e0180f5e29a3,"G2 alpha=2 beta=0 c=2 B=[(Fraction(0, 1), 2)] m=2",4,2,2,v-quadratic|G2_multiple_root,True,0,3,3,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-HE,,,E,max|Res| = 0.3535533905932738,simple pole of eta over x = 0,NONVANISHING,,,,,
6a9609985d51,"G2 alpha=-1 beta=-1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2)] m=2",6,2,5,v-quadratic|G2_multiple_root,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-HE,,,E,max|Res| = 0.28867513459481287,simple pole of eta over x = 1,NONVANISHING,,,,,
09f8701baeb6,"G2 alpha=1 beta=0 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 3)] m=2",7,2,5,v-quadratic|G2_multiple_root|S4_ge3_components,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,3,EXACT-HE,,,E,max|Res| = 0.5,simple pole of eta over x = 0,NONVANISHING,,,,,
73422413cac2,"G2 alpha=-1 beta=1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2)] m=2",8,2,5,v-quadratic|G2_multiple_root,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-HE,,,E,max|Res| = 0.25,simple pole of eta over x = -1,NONVANISHING,,,,,
a577ffe70c69,"G2 alpha=-1 beta=0 c=3 B=[(Fraction(0, 1), 3), (Fraction(2, 1), 2)] m=2",7,2,4,v-quadratic|G2_multiple_root,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-HE,,,E,max|Res| = 0.05892556509887896,simple pole of eta over x = 2,NONVANISHING,,,,,
4e6d65590834,"G2 alpha=-1 beta=1 c=3 B=[(Fraction(1, 1), 4)] m=2",6,2,7,v-quadratic|G2_multiple_root,True,0,5,5,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-HE,,,,,,UNRESOLVED,,,,,
9da176e36d04,"G2 alpha=1 beta=-1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2), (Fraction(2, 1), 2)] m=2",10,2,9,v-quadratic|G2_multiple_root,True,0,9,9,NON_COORDINATE,NON_COORDINATE_BY_R,2,EXACT-HE,,,E,max|Res| = 0.25,simple pole of eta over x = 1,NONVANISHING,,,,,
5ece3121ac1d,"G2 alpha=2 beta=0 c=2 B=[(Fraction(0, 1), 2)] m=3",5,3,2,S1_v_cubic|G2_multiple_root|S3_positive_genus,True,0,4,4,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,2,1,,ls_residual = 2.36084 (err 1e-14),,NONVANISHING,,,,,
daa636bd9188,"G2 alpha=1 beta=0 c=2 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2)] m=3",7,3,4,S1_v_cubic|G2_multiple_root|S2_ge3_places,True,0,6,6,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,5,0,,ls_residual = 3.33874 (err 2e-14),,NONVANISHING,,,,,
67d834bc6387,"G2 alpha=2 beta=-1 c=1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 3)] m=3",8,3,6,S1_v_cubic|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,7,7,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,3,1,,ls_residual = 1.18042 (err 2e-15),,NONVANISHING,,,,,
fc34245ddbd1,"G2 alpha=-1 beta=-1 c=-1 B=[(Fraction(0, 1), 2), (Fraction(1, 1), 2), (Fraction(-1, 1), 2)] m=3",9,3,5,S1_v_cubic|G2_multiple_root|S2_ge3_places|S3_positive_genus,True,0,8,8,NON_COORDINATE,NON_COORDINATE_BY_R,2,NUM-MONO,4,3,,ls_residual = 3.12874 (err 4e-14),,NONVANISHING,,,,,
