P,deg,unimodular,bezout_U,bezout_V,bezout_residual,baker_interior_pts,genus,n_special_c,reducible_c,all_fibres_irreducible,mate_verdict,mate_top_D,mate_deg_bound_multiple,lambda_support,lambda_verified,certificate_id,rational_mate_found,rational_mate_poles,rational_mate_denominators_tried,source
-x**16*y**2 + y + 1,18,True,-x**17/4,2*x**16*y + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**4*y**14 + y + 1,18,True,-49*x**5*y**12,14*x**4*y**13 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**13 + y + 1,18,True,-169*x**6*y**11/5,13*x**5*y**12 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**11 + y + 1,18,True,-121*x**8*y**9/7,11*x**7*y**10 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**10 + y + 1,18,True,-25*x**9*y**8/2,10*x**8*y**9 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**8 + y + 1,18,True,32*x**11*y**6/5,-8*x**10*y**7 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b05c29b43b-D26,False,None,15,cert20b.json
x**11*y**7 + y + 1,18,True,49*x**12*y**5/11,-7*x**11*y**6 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-443584ad97-D26,False,None,15,cert20b.json
x**12*y**6 + y + 1,18,True,3*x**13*y**4,-6*x**12*y**5 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**5 + y + 1,18,True,25*x**14*y**3/13,-5*x**13*y**4 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-29db72c28a-D26,False,None,15,cert20b.json
x**14*y**4 + y + 1,18,True,8*x**15*y**2/7,-4*x**14*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**3 + y + 1,18,True,3*x**16*y/5,-3*x**15*y**2 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**16*y**2 + y + 1,18,True,x**17/4,-2*x**16*y + 1,0,7,7,1,['c - 1'],False,EMPTY,26,2,3,True,lam-844c829aa7-D26,False,None,15,cert20b.json
x**4*y**14 + y + 1,18,True,49*x**5*y**12,-14*x**4*y**13 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-0d559086b8-D26,False,None,15,cert20b.json
x**5*y**13 + y + 1,18,True,169*x**6*y**11/5,-13*x**5*y**12 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-f3783989f3-D26,False,None,15,cert20b.json
x**7*y**11 + y + 1,18,True,121*x**8*y**9/7,-11*x**7*y**10 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-1f5ea7f40a-D26,False,None,15,cert20b.json
x**8*y**10 + y + 1,18,True,25*x**9*y**8/2,-10*x**8*y**9 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**10*y**9 + y + 1,19,True,-81*x**11*y**7/10,9*x**10*y**8 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**8 + y + 1,19,True,-64*x**12*y**6/11,8*x**11*y**7 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**7 + y + 1,19,True,-49*x**13*y**5/12,7*x**12*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**6 + y + 1,19,True,-36*x**14*y**4/13,6*x**13*y**5 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**5 + y + 1,19,True,-25*x**15*y**3/14,5*x**14*y**4 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**4 + y + 1,19,True,-16*x**16*y**2/15,4*x**15*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**16*y**3 + y + 1,19,True,-9*x**17*y/16,3*x**16*y**2 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**17*y**2 + y + 1,19,True,-4*x**18/17,2*x**17*y + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**4*y**15 + y + 1,19,True,-225*x**5*y**13/4,15*x**4*y**14 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**14 + y + 1,19,True,-196*x**6*y**12/5,14*x**5*y**13 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**12 + y + 1,19,True,-144*x**8*y**10/7,12*x**7*y**11 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**11 + y + 1,19,True,-121*x**9*y**9/8,11*x**8*y**10 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**9 + y + 1,19,True,81*x**11*y**7/10,-9*x**10*y**8 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-8285bcf2a5-D26,False,None,15,cert20b.json
x**11*y**8 + y + 1,19,True,64*x**12*y**6/11,-8*x**11*y**7 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-9f322fd298-D26,False,None,15,cert20b.json
x**12*y**7 + y + 1,19,True,49*x**13*y**5/12,-7*x**12*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**6 + y + 1,19,True,36*x**14*y**4/13,-6*x**13*y**5 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b689a66921-D26,False,None,15,cert20b.json
x**14*y**5 + y + 1,19,True,25*x**15*y**3/14,-5*x**14*y**4 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**4 + y + 1,19,True,16*x**16*y**2/15,-4*x**15*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**16*y**3 + y + 1,19,True,9*x**17*y/16,-3*x**16*y**2 + 1,0,7,7,1,['c - 1'],False,EMPTY,26,2,3,True,lam-3af2ac9b47-D26,False,None,15,cert20b.json
x**17*y**2 + y + 1,19,True,4*x**18/17,-2*x**17*y + 1,0,8,8,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b19fa782de-D26,False,None,15,cert20b.json
x**4*y**15 + y + 1,19,True,225*x**5*y**13/4,-15*x**4*y**14 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-6eb6d8157b-D26,False,None,15,cert20b.json
x**5*y**14 + y + 1,19,True,196*x**6*y**12/5,-14*x**5*y**13 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b7cded7dcb-D26,False,None,15,cert20b.json
x**7*y**12 + y + 1,19,True,144*x**8*y**10/7,-12*x**7*y**11 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-17d92717c8-D26,False,None,15,cert20b.json
x**8*y**11 + y + 1,19,True,121*x**9*y**9/8,-11*x**8*y**10 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**9 + y + 1,20,True,-81*x**12*y**7/11,9*x**11*y**8 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**8 + y + 1,20,True,-16*x**13*y**6/3,8*x**12*y**7 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**7 + y + 1,20,True,-49*x**14*y**5/13,7*x**13*y**6 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**6 + y + 1,20,True,-18*x**15*y**4/7,6*x**14*y**5 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**5 + y + 1,20,True,-5*x**16*y**3/3,5*x**15*y**4 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**16*y**4 + y + 1,20,True,-x**17*y**2,4*x**16*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**17*y**3 + y + 1,20,True,-9*x**18*y/17,3*x**17*y**2 + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**18*y**2 + y + 1,20,True,-2*x**19/9,2*x**18*y + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**3*y**17 + y + 1,20,True,-289*x**4*y**15/3,17*x**3*y**16 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**14 + y + 1,20,True,-98*x**7*y**12/3,14*x**6*y**13 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**13 + y + 1,20,True,-169*x**8*y**11/7,13*x**7*y**12 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**12 + y + 1,20,True,-18*x**9*y**10,12*x**8*y**11 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**11 + y + 1,20,True,-121*x**10*y**9/9,11*x**9*y**10 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**11*y**9 + y + 1,20,True,81*x**12*y**7/11,-9*x**11*y**8 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-de66e8f5bc-D26,False,None,15,cert20b.json
x**12*y**8 + y + 1,20,True,16*x**13*y**6/3,-8*x**12*y**7 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**7 + y + 1,20,True,49*x**14*y**5/13,-7*x**13*y**6 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-e487ccbb8e-D26,False,None,15,cert20b.json
x**14*y**6 + y + 1,20,True,18*x**15*y**4/7,-6*x**14*y**5 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**5 + y + 1,20,True,5*x**16*y**3/3,-5*x**15*y**4 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**16*y**4 + y + 1,20,True,x**17*y**2,-4*x**16*y**3 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**17*y**3 + y + 1,20,True,9*x**18*y/17,-3*x**17*y**2 + 1,0,8,8,1,['c - 1'],False,EMPTY,26,2,3,True,lam-4168956645-D26,False,None,15,cert20b.json
x**18*y**2 + y + 1,20,True,2*x**19/9,-2*x**18*y + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**3*y**17 + y + 1,20,True,289*x**4*y**15/3,-17*x**3*y**16 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b02282b309-D26,False,None,15,cert20b.json
x**6*y**14 + y + 1,20,True,98*x**7*y**12/3,-14*x**6*y**13 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-b98a1abd96-D26,False,None,15,cert20b.json
x**7*y**13 + y + 1,20,True,169*x**8*y**11/7,-13*x**7*y**12 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-46aaab74b9-D26,False,None,15,cert20b.json
x**8*y**12 + y + 1,20,True,18*x**9*y**10,-12*x**8*y**11 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**9*y**11 + y + 1,20,True,121*x**10*y**9/9,-11*x**9*y**10 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-bbce1ad21d-D26,False,None,15,cert20b.json
-x**11*y**10 + y + 1,21,True,-100*x**12*y**8/11,10*x**11*y**9 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**9 + y + 1,21,True,-27*x**13*y**7/4,9*x**12*y**8 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**8 + y + 1,21,True,-64*x**14*y**6/13,8*x**13*y**7 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**7 + y + 1,21,True,-7*x**15*y**5/2,7*x**14*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**6 + y + 1,21,True,-12*x**16*y**4/5,6*x**15*y**5 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**16*y**5 + y + 1,21,True,-25*x**17*y**3/16,5*x**16*y**4 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**17*y**4 + y + 1,21,True,-16*x**18*y**2/17,4*x**17*y**3 + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**18*y**3 + y + 1,21,True,-x**19*y/2,3*x**18*y**2 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**19*y**2 + y + 1,21,True,-4*x**20/19,2*x**19*y + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**15 + y + 1,21,True,-75*x**7*y**13/2,15*x**6*y**14 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**13 + y + 1,21,True,-169*x**9*y**11/8,13*x**8*y**12 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**12 + y + 1,21,True,-16*x**10*y**10,12*x**9*y**11 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**11*y**10 + y + 1,21,True,100*x**12*y**8/11,-10*x**11*y**9 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-6a23be9146-D26,False,None,15,cert20b.json
x**12*y**9 + y + 1,21,True,27*x**13*y**7/4,-9*x**12*y**8 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**8 + y + 1,21,True,64*x**14*y**6/13,-8*x**13*y**7 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-32a81f0049-D26,False,None,15,cert20b.json
x**14*y**7 + y + 1,21,True,7*x**15*y**5/2,-7*x**14*y**6 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**6 + y + 1,21,True,12*x**16*y**4/5,-6*x**15*y**5 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-f8749afc2c-D26,False,None,31,cert20b.json
x**16*y**5 + y + 1,21,True,25*x**17*y**3/16,-5*x**16*y**4 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**17*y**4 + y + 1,21,True,16*x**18*y**2/17,-4*x**17*y**3 + 1,0,8,8,1,['c - 1'],False,EMPTY,26,2,3,True,lam-8381ea1218-D26,False,None,15,cert20b.json
x**18*y**3 + y + 1,21,True,x**19*y/2,-3*x**18*y**2 + 1,0,7,7,1,['c - 1'],False,EMPTY,26,2,3,True,lam-c88223ddda-D26,False,None,15,cert20b.json
x**19*y**2 + y + 1,21,True,4*x**20/19,-2*x**19*y + 1,0,9,9,1,['c - 1'],False,EMPTY,26,2,3,True,lam-f5775a3f17-D26,False,None,15,cert20b.json
x**6*y**15 + y + 1,21,True,75*x**7*y**13/2,-15*x**6*y**14 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-c495839ae0-D26,False,None,15,cert20b.json
x**8*y**13 + y + 1,21,True,169*x**9*y**11/8,-13*x**8*y**12 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-98b6f0c9ba-D26,False,None,15,cert20b.json
x**9*y**12 + y + 1,21,True,16*x**10*y**10,-12*x**9*y**11 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-72020f3a99-D26,False,None,15,cert20b.json
-x**10*y**12 + y + 1,22,True,-72*x**11*y**10/5,12*x**10*y**11 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**10 + y + 1,22,True,-25*x**13*y**8/3,10*x**12*y**9 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**9 + y + 1,22,True,-81*x**14*y**7/13,9*x**13*y**8 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**8 + y + 1,22,True,-32*x**15*y**6/7,8*x**14*y**7 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**7 + y + 1,22,True,-49*x**16*y**5/15,7*x**15*y**6 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**16*y**6 + y + 1,22,True,-9*x**17*y**4/4,6*x**16*y**5 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**17*y**5 + y + 1,22,True,-25*x**18*y**3/17,5*x**17*y**4 + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**18*y**4 + y + 1,22,True,-8*x**19*y**2/9,4*x**18*y**3 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**19*y**3 + y + 1,22,True,-9*x**20*y/19,3*x**19*y**2 + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**20*y**2 + y + 1,22,True,-x**21/5,2*x**20*y + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**4*y**18 + y + 1,22,True,-81*x**5*y**16,18*x**4*y**17 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**17 + y + 1,22,True,-289*x**6*y**15/5,17*x**5*y**16 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**16 + y + 1,22,True,-128*x**7*y**14/3,16*x**6*y**15 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**14 + y + 1,22,True,-49*x**9*y**12/2,14*x**8*y**13 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**13 + y + 1,22,True,-169*x**10*y**11/9,13*x**9*y**12 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**12 + y + 1,22,True,72*x**11*y**10/5,-12*x**10*y**11 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-897f4880c8-D26,False,None,15,cert20b.json
x**12*y**10 + y + 1,22,True,25*x**13*y**8/3,-10*x**12*y**9 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**13*y**9 + y + 1,22,True,81*x**14*y**7/13,-9*x**13*y**8 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-9dcb6ffd0e-D26,False,None,15,cert20b.json
x**14*y**8 + y + 1,22,True,32*x**15*y**6/7,-8*x**14*y**7 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**7 + y + 1,22,True,49*x**16*y**5/15,-7*x**15*y**6 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**16*y**6 + y + 1,22,True,9*x**17*y**4/4,-6*x**16*y**5 + 1,0,7,7,1,['c - 1'],False,EMPTY,26,2,3,True,lam-d57eaa0c52-D26,False,None,15,cert20b.json
x**17*y**5 + y + 1,22,True,25*x**18*y**3/17,-5*x**17*y**4 + 1,0,8,8,1,['c - 1'],False,EMPTY,26,2,3,True,lam-fa7c551fc9-D26,False,None,15,cert20b.json
x**18*y**4 + y + 1,22,True,8*x**19*y**2/9,-4*x**18*y**3 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**19*y**3 + y + 1,22,True,9*x**20*y/19,-3*x**19*y**2 + 1,0,9,9,1,['c - 1'],False,EMPTY,26,2,3,True,lam-4a2b33b4f5-D26,False,None,15,cert20b.json
x**20*y**2 + y + 1,22,True,x**21/5,-2*x**20*y + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**4*y**18 + y + 1,22,True,81*x**5*y**16,-18*x**4*y**17 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-1d8bc69a89-D26,False,None,15,cert20b.json
x**5*y**17 + y + 1,22,True,289*x**6*y**15/5,-17*x**5*y**16 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-ac5fc9d253-D26,False,None,15,cert20b.json
x**6*y**16 + y + 1,22,True,128*x**7*y**14/3,-16*x**6*y**15 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**8*y**14 + y + 1,22,True,49*x**9*y**12/2,-14*x**8*y**13 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-cdfe677efc-D26,False,None,15,cert20b.json
x**9*y**13 + y + 1,22,True,169*x**10*y**11/9,-13*x**9*y**12 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**10*y**13 + y + 1,23,True,-169*x**11*y**11/10,13*x**10*y**12 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**12*y**11 + y + 1,23,True,-121*x**13*y**9/12,11*x**12*y**10 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**10 + y + 1,23,True,-100*x**14*y**8/13,10*x**13*y**9 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**9 + y + 1,23,True,-81*x**15*y**7/14,9*x**14*y**8 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**8 + y + 1,23,True,-64*x**16*y**6/15,8*x**15*y**7 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**16*y**7 + y + 1,23,True,-49*x**17*y**5/16,7*x**16*y**6 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**17*y**6 + y + 1,23,True,-36*x**18*y**4/17,6*x**17*y**5 + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**18*y**5 + y + 1,23,True,-25*x**19*y**3/18,5*x**18*y**4 + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**19*y**4 + y + 1,23,True,-16*x**20*y**2/19,4*x**19*y**3 + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**20*y**3 + y + 1,23,True,-9*x**21*y/20,3*x**20*y**2 + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**21*y**2 + y + 1,23,True,-4*x**22/21,2*x**21*y + 1,0,10,10,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**3*y**20 + y + 1,23,True,-400*x**4*y**18/3,20*x**3*y**19 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**4*y**19 + y + 1,23,True,-361*x**5*y**17/4,19*x**4*y**18 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**5*y**18 + y + 1,23,True,-324*x**6*y**16/5,18*x**5*y**17 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**6*y**17 + y + 1,23,True,-289*x**7*y**15/6,17*x**6*y**16 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**7*y**16 + y + 1,23,True,-256*x**8*y**14/7,16*x**7*y**15 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**8*y**15 + y + 1,23,True,-225*x**9*y**13/8,15*x**8*y**14 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**9*y**14 + y + 1,23,True,-196*x**10*y**12/9,14*x**9*y**13 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**10*y**13 + y + 1,23,True,169*x**11*y**11/10,-13*x**10*y**12 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**12*y**11 + y + 1,23,True,121*x**13*y**9/12,-11*x**12*y**10 + 1,0,5,5,1,['c - 1'],False,EMPTY,26,2,3,True,lam-51b517042c-D26,False,None,15,cert20b.json
x**13*y**10 + y + 1,23,True,100*x**14*y**8/13,-10*x**13*y**9 + 1,0,6,6,1,['c - 1'],False,EMPTY,26,2,3,True,lam-c5265f9e76-D26,False,None,15,cert20b.json
x**14*y**9 + y + 1,23,True,81*x**15*y**7/14,-9*x**14*y**8 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**15*y**8 + y + 1,23,True,64*x**16*y**6/15,-8*x**15*y**7 + 1,0,7,7,1,['c - 1'],False,EMPTY,26,2,3,True,lam-4195f6a7ae-D26,False,None,15,cert20b.json
x**16*y**7 + y + 1,23,True,49*x**17*y**5/16,-7*x**16*y**6 + 1,0,7,7,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**17*y**6 + y + 1,23,True,36*x**18*y**4/17,-6*x**17*y**5 + 1,0,8,8,1,['c - 1'],False,EMPTY,26,2,3,True,lam-3a94c61f4e-D26,False,None,15,cert20b.json
x**18*y**5 + y + 1,23,True,25*x**19*y**3/18,-5*x**18*y**4 + 1,0,8,8,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**19*y**4 + y + 1,23,True,16*x**20*y**2/19,-4*x**19*y**3 + 1,0,9,9,1,['c - 1'],False,EMPTY,26,2,3,True,lam-34a9aa83aa-D26,False,None,15,cert20b.json
x**20*y**3 + y + 1,23,True,9*x**21*y/20,-3*x**20*y**2 + 1,0,9,9,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**21*y**2 + y + 1,23,True,4*x**22/21,-2*x**21*y + 1,0,10,10,1,['c - 1'],False,EMPTY,26,2,3,True,lam-14971f3669-D26,False,None,15,cert20b.json
x**3*y**20 + y + 1,23,True,400*x**4*y**18/3,-20*x**3*y**19 + 1,0,1,1,1,['c - 1'],False,EMPTY,26,2,3,True,lam-17e3ce6e62-D26,False,None,15,cert20b.json
x**4*y**19 + y + 1,23,True,361*x**5*y**17/4,-19*x**4*y**18 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**5*y**18 + y + 1,23,True,324*x**6*y**16/5,-18*x**5*y**17 + 1,0,2,2,1,['c - 1'],False,EMPTY,26,2,3,True,lam-f6892373ff-D26,False,None,15,cert20b.json
x**6*y**17 + y + 1,23,True,289*x**7*y**15/6,-17*x**6*y**16 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**7*y**16 + y + 1,23,True,256*x**8*y**14/7,-16*x**7*y**15 + 1,0,3,3,1,['c - 1'],False,EMPTY,26,2,3,True,lam-f5bb50eb87-D26,False,None,15,cert20b.json
x**8*y**15 + y + 1,23,True,225*x**9*y**13/8,-15*x**8*y**14 + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert20b.json
x**9*y**14 + y + 1,23,True,196*x**10*y**12/9,-14*x**9*y**13 + 1,0,4,4,1,['c - 1'],False,EMPTY,26,2,3,True,lam-9cd4020501-D26,False,None,15,cert20b.json
-x**10*y**14 + y + 1,24,True,-98*x**11*y**12/5,14*x**10*y**13 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**11*y**13 + y + 1,24,True,-169*x**12*y**11/11,13*x**11*y**12 + 1,0,5,5,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**13*y**11 + y + 1,24,True,-121*x**14*y**9/13,11*x**13*y**10 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**14*y**10 + y + 1,24,True,-50*x**15*y**8/7,10*x**14*y**9 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**15*y**9 + y + 1,24,True,-27*x**16*y**7/5,9*x**15*y**8 + 1,0,6,6,1,['c - 1'],False,,,,,,,,,,cert20b.json
-x**16*y**8 + y + 1,24,True,-4*x**17*y**6,8*x**16*y**7 + 1,0,4,4,1,['c - 1'],False,,,,,,,,,,cert20b.json
