P,deg,unimodular,bezout_U,bezout_V,bezout_residual,baker_interior_pts,genus,n_special_c,reducible_c,all_fibres_irreducible,mate_verdict,mate_top_D,mate_deg_bound_multiple,lambda_support,lambda_verified,certificate_id,rational_mate_found,rational_mate_poles,rational_mate_denominators_tried,source
2*x**3*y**6 + x + 3,9,True,-6*x**2*y**6 + 1,3*x*y**7,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 + x - 1,9,True,-6*x**2*y**6 + 1,3*x*y**7,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 + x - 2,9,True,-6*x**2*y**6 + 1,3*x*y**7,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 + x - 3,9,True,-6*x**2*y**6 + 1,3*x*y**7,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 2*x + 1,9,True,-3*x**2*y**6/2 - 1/2,3*x*y**7/4,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 2*x + 2,9,True,-3*x**2*y**6/2 - 1/2,3*x*y**7/4,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 2*x + 3,9,True,-3*x**2*y**6/2 - 1/2,3*x*y**7/4,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 2*x - 1,9,True,-3*x**2*y**6/2 - 1/2,3*x*y**7/4,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 2*x - 2,9,True,-3*x**2*y**6/2 - 1/2,3*x*y**7/4,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 2*x - 3,9,True,-3*x**2*y**6/2 - 1/2,3*x*y**7/4,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 3*x + 1,9,True,-2*x**2*y**6/3 - 1/3,x*y**7/3,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 3*x + 2,9,True,-2*x**2*y**6/3 - 1/3,x*y**7/3,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 3*x + 3,9,True,-2*x**2*y**6/3 - 1/3,x*y**7/3,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 3*x - 1,9,True,-2*x**2*y**6/3 - 1/3,x*y**7/3,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 3*x - 2,9,True,-2*x**2*y**6/3 - 1/3,x*y**7/3,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - 3*x - 3,9,True,-2*x**2*y**6/3 - 1/3,x*y**7/3,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - x + 1,9,True,-6*x**2*y**6 - 1,3*x*y**7,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - x + 2,9,True,-6*x**2*y**6 - 1,3*x*y**7,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - x + 3,9,True,-6*x**2*y**6 - 1,3*x*y**7,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - x - 1,9,True,-6*x**2*y**6 - 1,3*x*y**7,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - x - 2,9,True,-6*x**2*y**6 - 1,3*x*y**7,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**3*y**6 - x - 3,9,True,-6*x**2*y**6 - 1,3*x*y**7,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 2*x + 1,9,True,-2*x**3*y**5 + 1/2,8*x**2*y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 2*x + 2,9,True,-2*x**3*y**5 + 1/2,8*x**2*y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 2*x + 3,9,True,-2*x**3*y**5 + 1/2,8*x**2*y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 2*x - 1,9,True,-2*x**3*y**5 + 1/2,8*x**2*y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 2*x - 2,9,True,-2*x**3*y**5 + 1/2,8*x**2*y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 2*x - 3,9,True,-2*x**3*y**5 + 1/2,8*x**2*y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 3*x + 1,9,True,-8*x**3*y**5/9 + 1/3,32*x**2*y**6/45,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 3*x + 2,9,True,-8*x**3*y**5/9 + 1/3,32*x**2*y**6/45,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 3*x + 3,9,True,-8*x**3*y**5/9 + 1/3,32*x**2*y**6/45,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 3*x - 1,9,True,-8*x**3*y**5/9 + 1/3,32*x**2*y**6/45,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 3*x - 2,9,True,-8*x**3*y**5/9 + 1/3,32*x**2*y**6/45,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + 3*x - 3,9,True,-8*x**3*y**5/9 + 1/3,32*x**2*y**6/45,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + x + 1,9,True,-8*x**3*y**5 + 1,32*x**2*y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + x + 2,9,True,-8*x**3*y**5 + 1,32*x**2*y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + x + 3,9,True,-8*x**3*y**5 + 1,32*x**2*y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + x - 1,9,True,-8*x**3*y**5 + 1,32*x**2*y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + x - 2,9,True,-8*x**3*y**5 + 1,32*x**2*y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 + x - 3,9,True,-8*x**3*y**5 + 1,32*x**2*y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 2*x + 1,9,True,-2*x**3*y**5 - 1/2,8*x**2*y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 2*x + 2,9,True,-2*x**3*y**5 - 1/2,8*x**2*y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 2*x + 3,9,True,-2*x**3*y**5 - 1/2,8*x**2*y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 2*x - 1,9,True,-2*x**3*y**5 - 1/2,8*x**2*y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 2*x - 2,9,True,-2*x**3*y**5 - 1/2,8*x**2*y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 2*x - 3,9,True,-2*x**3*y**5 - 1/2,8*x**2*y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 3*x + 1,9,True,-8*x**3*y**5/9 - 1/3,32*x**2*y**6/45,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 3*x + 2,9,True,-8*x**3*y**5/9 - 1/3,32*x**2*y**6/45,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 3*x + 3,9,True,-8*x**3*y**5/9 - 1/3,32*x**2*y**6/45,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 3*x - 1,9,True,-8*x**3*y**5/9 - 1/3,32*x**2*y**6/45,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 3*x - 2,9,True,-8*x**3*y**5/9 - 1/3,32*x**2*y**6/45,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - 3*x - 3,9,True,-8*x**3*y**5/9 - 1/3,32*x**2*y**6/45,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - x + 1,9,True,-8*x**3*y**5 - 1,32*x**2*y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - x + 2,9,True,-8*x**3*y**5 - 1,32*x**2*y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - x + 3,9,True,-8*x**3*y**5 - 1,32*x**2*y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - x - 1,9,True,-8*x**3*y**5 - 1,32*x**2*y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - x - 2,9,True,-8*x**3*y**5 - 1,32*x**2*y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**4*y**5 - x - 3,9,True,-8*x**3*y**5 - 1,32*x**2*y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 2*y + 1,9,True,8*x**6*y**2/5,-2*x**5*y**3 + 1/2,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 2*y + 2,9,True,8*x**6*y**2/5,-2*x**5*y**3 + 1/2,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 2*y + 3,9,True,8*x**6*y**2/5,-2*x**5*y**3 + 1/2,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 2*y - 1,9,True,8*x**6*y**2/5,-2*x**5*y**3 + 1/2,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 2*y - 2,9,True,8*x**6*y**2/5,-2*x**5*y**3 + 1/2,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 2*y - 3,9,True,8*x**6*y**2/5,-2*x**5*y**3 + 1/2,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 3*y + 1,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 + 1/3,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 3*y + 2,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 + 1/3,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 3*y + 3,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 + 1/3,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 3*y - 1,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 + 1/3,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 3*y - 2,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 + 1/3,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + 3*y - 3,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 + 1/3,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + y + 1,9,True,32*x**6*y**2/5,-8*x**5*y**3 + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + y + 2,9,True,32*x**6*y**2/5,-8*x**5*y**3 + 1,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + y + 3,9,True,32*x**6*y**2/5,-8*x**5*y**3 + 1,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + y - 1,9,True,32*x**6*y**2/5,-8*x**5*y**3 + 1,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + y - 2,9,True,32*x**6*y**2/5,-8*x**5*y**3 + 1,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 + y - 3,9,True,32*x**6*y**2/5,-8*x**5*y**3 + 1,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 2*y + 1,9,True,8*x**6*y**2/5,-2*x**5*y**3 - 1/2,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 2*y + 2,9,True,8*x**6*y**2/5,-2*x**5*y**3 - 1/2,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 2*y + 3,9,True,8*x**6*y**2/5,-2*x**5*y**3 - 1/2,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 2*y - 1,9,True,8*x**6*y**2/5,-2*x**5*y**3 - 1/2,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 2*y - 2,9,True,8*x**6*y**2/5,-2*x**5*y**3 - 1/2,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 2*y - 3,9,True,8*x**6*y**2/5,-2*x**5*y**3 - 1/2,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 3*y + 1,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 - 1/3,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 3*y + 2,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 - 1/3,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 3*y + 3,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 - 1/3,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 3*y - 1,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 - 1/3,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 3*y - 2,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 - 1/3,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - 3*y - 3,9,True,32*x**6*y**2/45,-8*x**5*y**3/9 - 1/3,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - y + 1,9,True,32*x**6*y**2/5,-8*x**5*y**3 - 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - y + 2,9,True,32*x**6*y**2/5,-8*x**5*y**3 - 1,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - y + 3,9,True,32*x**6*y**2/5,-8*x**5*y**3 - 1,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - y - 1,9,True,32*x**6*y**2/5,-8*x**5*y**3 - 1,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - y - 2,9,True,32*x**6*y**2/5,-8*x**5*y**3 - 1,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**5*y**4 - y - 3,9,True,32*x**6*y**2/5,-8*x**5*y**3 - 1,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 2*y + 1,9,True,3*x**7*y/4,-3*x**6*y**2/2 + 1/2,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 2*y + 2,9,True,3*x**7*y/4,-3*x**6*y**2/2 + 1/2,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 2*y + 3,9,True,3*x**7*y/4,-3*x**6*y**2/2 + 1/2,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 2*y - 1,9,True,3*x**7*y/4,-3*x**6*y**2/2 + 1/2,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 2*y - 2,9,True,3*x**7*y/4,-3*x**6*y**2/2 + 1/2,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 2*y - 3,9,True,3*x**7*y/4,-3*x**6*y**2/2 + 1/2,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 3*y + 1,9,True,x**7*y/3,-2*x**6*y**2/3 + 1/3,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 3*y + 2,9,True,x**7*y/3,-2*x**6*y**2/3 + 1/3,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 3*y + 3,9,True,x**7*y/3,-2*x**6*y**2/3 + 1/3,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 3*y - 1,9,True,x**7*y/3,-2*x**6*y**2/3 + 1/3,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 3*y - 2,9,True,x**7*y/3,-2*x**6*y**2/3 + 1/3,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + 3*y - 3,9,True,x**7*y/3,-2*x**6*y**2/3 + 1/3,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + x**3*y**2 + y + 1,9,True,20*x**7*y/7 + 26*x**4/21,-40*x**6*y**2/7 - 2*x**3*y + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
2*x**6*y**3 + y + 1,9,True,3*x**7*y,-6*x**6*y**2 + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + y + 2,9,True,3*x**7*y,-6*x**6*y**2 + 1,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + y + 3,9,True,3*x**7*y,-6*x**6*y**2 + 1,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + y - 1,9,True,3*x**7*y,-6*x**6*y**2 + 1,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + y - 2,9,True,3*x**7*y,-6*x**6*y**2 + 1,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 + y - 3,9,True,3*x**7*y,-6*x**6*y**2 + 1,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 2*y + 1,9,True,3*x**7*y/4,-3*x**6*y**2/2 - 1/2,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 2*y + 2,9,True,3*x**7*y/4,-3*x**6*y**2/2 - 1/2,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 2*y + 3,9,True,3*x**7*y/4,-3*x**6*y**2/2 - 1/2,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 2*y - 1,9,True,3*x**7*y/4,-3*x**6*y**2/2 - 1/2,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 2*y - 2,9,True,3*x**7*y/4,-3*x**6*y**2/2 - 1/2,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 2*y - 3,9,True,3*x**7*y/4,-3*x**6*y**2/2 - 1/2,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 3*y + 1,9,True,x**7*y/3,-2*x**6*y**2/3 - 1/3,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 3*y + 2,9,True,x**7*y/3,-2*x**6*y**2/3 - 1/3,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 3*y + 3,9,True,x**7*y/3,-2*x**6*y**2/3 - 1/3,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 3*y - 1,9,True,x**7*y/3,-2*x**6*y**2/3 - 1/3,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 3*y - 2,9,True,x**7*y/3,-2*x**6*y**2/3 - 1/3,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - 3*y - 3,9,True,x**7*y/3,-2*x**6*y**2/3 - 1/3,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - y + 1,9,True,3*x**7*y,-6*x**6*y**2 - 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - y + 2,9,True,3*x**7*y,-6*x**6*y**2 - 1,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - y + 3,9,True,3*x**7*y,-6*x**6*y**2 - 1,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - y - 1,9,True,3*x**7*y,-6*x**6*y**2 - 1,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - y - 2,9,True,3*x**7*y,-6*x**6*y**2 - 1,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**6*y**3 - y - 3,9,True,3*x**7*y,-6*x**6*y**2 - 1,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 2*y + 1,9,True,2*x**8/7,-x**7*y + 1/2,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 2*y + 2,9,True,2*x**8/7,-x**7*y + 1/2,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 2*y + 3,9,True,2*x**8/7,-x**7*y + 1/2,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 2*y - 1,9,True,2*x**8/7,-x**7*y + 1/2,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 2*y - 2,9,True,2*x**8/7,-x**7*y + 1/2,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 2*y - 3,9,True,2*x**8/7,-x**7*y + 1/2,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 3*y + 1,9,True,8*x**8/63,-4*x**7*y/9 + 1/3,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 3*y + 2,9,True,8*x**8/63,-4*x**7*y/9 + 1/3,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 3*y + 3,9,True,8*x**8/63,-4*x**7*y/9 + 1/3,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 3*y - 1,9,True,8*x**8/63,-4*x**7*y/9 + 1/3,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 3*y - 2,9,True,8*x**8/63,-4*x**7*y/9 + 1/3,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + 3*y - 3,9,True,8*x**8/63,-4*x**7*y/9 + 1/3,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + y + 1,9,True,8*x**8/7,-4*x**7*y + 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + y + 2,9,True,8*x**8/7,-4*x**7*y + 1,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + y + 3,9,True,8*x**8/7,-4*x**7*y + 1,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + y - 1,9,True,8*x**8/7,-4*x**7*y + 1,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + y - 2,9,True,8*x**8/7,-4*x**7*y + 1,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 + y - 3,9,True,8*x**8/7,-4*x**7*y + 1,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 2*y + 1,9,True,2*x**8/7,-x**7*y - 1/2,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 2*y + 2,9,True,2*x**8/7,-x**7*y - 1/2,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 2*y + 3,9,True,2*x**8/7,-x**7*y - 1/2,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 2*y - 1,9,True,2*x**8/7,-x**7*y - 1/2,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 2*y - 2,9,True,2*x**8/7,-x**7*y - 1/2,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 2*y - 3,9,True,2*x**8/7,-x**7*y - 1/2,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 3*y + 1,9,True,8*x**8/63,-4*x**7*y/9 - 1/3,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 3*y + 2,9,True,8*x**8/63,-4*x**7*y/9 - 1/3,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 3*y + 3,9,True,8*x**8/63,-4*x**7*y/9 - 1/3,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 3*y - 1,9,True,8*x**8/63,-4*x**7*y/9 - 1/3,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 3*y - 2,9,True,8*x**8/63,-4*x**7*y/9 - 1/3,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - 3*y - 3,9,True,8*x**8/63,-4*x**7*y/9 - 1/3,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - y + 1,9,True,8*x**8/7,-4*x**7*y - 1,0,3,3,1,['c - 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - y + 2,9,True,8*x**8/7,-4*x**7*y - 1,0,3,3,1,['c - 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - y + 3,9,True,8*x**8/7,-4*x**7*y - 1,0,3,3,1,['c - 3'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - y - 1,9,True,8*x**8/7,-4*x**7*y - 1,0,3,3,1,['c + 1'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - y - 2,9,True,8*x**8/7,-4*x**7*y - 1,0,3,3,1,['c + 2'],False,,,,,,,,,,cert2_20.json
2*x**7*y**2 - y - 3,9,True,8*x**8/7,-4*x**7*y - 1,0,3,3,1,['c + 3'],False,,,,,,,,,,cert2_20.json
